code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
000789,万年青,水泥,江西,32.17,61334.98,61336.44,872605.13,292125.78,431396.59,27790.75,0.45,0.11,4.31,1.64,19970923
603019,中科曙光,电脑设备,天津,216.04,35873.08,64302.39,546683.31,341818.75,74195.15,156947.5,2.44,0.116,4.27,7.83,20141106
601808,中海油服,石油开采,天津,0.0,296046.81,477159.19,8095320.0,2219454.75,4946350.5,1237173.88,2.59,-1.761,7.99,1.54,20070928
002335,科华恒盛,电气设备,福建,145.7,18507.05,27073.66,500955.0,303568.81,79262.15,202759.69,7.49,0.17,10.96,4.0,20100113
600703,三安光电,半导体,湖北,25.91,379260.56,407842.5,2313485.25,1158001.5,638766.44,860662.19,2.11,0.237,4.13,2.97,19960528
601010,文峰股份,超市连锁,江苏,32.63,184800.0,184800.0,660284.5,234764.55,306935.94,83770.36,0.45,0.08,2.18,2.41,20110603
002757,南兴装备,家居用品,广东,79.23,3663.44,10934.0,95302.57,54841.36,31460.75,35031.4,3.2,0.414,6.88,6.35,20150527
000606,*ST易桥,化学制药,青海,403.49,46932.39,76579.93,289740.66,127217.97,43907.01,208497.02,2.72,0.03,3.45,3.55,19961004
601116,三江购物,超市连锁,浙江,49.07,40189.3,41075.87,275138.5,151902.02,101845.99,66753.46,1.63,0.187,3.84,3.18,20110302
600861,北京城乡,百货,北京,61.32,31680.49,31680.49,435602.59,206673.41,189244.7,85674.63,2.7,0.128,7.27,2.16,19940520
000638,万方发展,批发业,辽宁,829.36,30940.0,30940.0,208367.69,199036.63,101.85,9396.17,0.3,0.012,0.69,27.68,19961126
600234,*ST山水,文教休闲,山西,789.18,20244.58,20244.58,49023.73,1463.02,117.2,29344.5,1.45,0.011,0.24,71.58,20000615
300519,新光药业,中成药,浙江,75.29,2000.0,8000.0,63199.48,51181.15,4252.1,23949.85,2.99,0.95,7.21,14.89,20160624
300371,汇中股份,电器仪表,河北,99.39,3551.13,12000.0,57537.46,35914.9,18071.73,18459.0,1.54,0.247,4.37,7.5,20140123
002761,多喜爱,纺织,湖南,260.75,5512.39,12000.0,87070.82,51930.1,8056.28,24021.73,2.0,0.082,5.31,8.1,20150610
002727,一心堂,医药商业,云南,29.64,20037.43,52060.0,450842.34,314614.47,46427.95,57746.8,1.11,0.377,4.49,4.98,20140702
002582,好想你,食品,河南,493.83,9796.24,25784.21,430331.31,176668.56,107225.22,248670.91,9.64,0.09,12.25,3.09,20110520
002437,誉衡药业,化学制药,黑龙江,25.33,212899.59,219829.03,843725.63,175405.77,167791.88,33963.9,0.15,0.254,1.73,4.96,20100623
000809,铁岭新城,区域地产,辽宁,0.0,82479.13,82479.13,650222.38,607089.19,27133.1,3199.37,0.04,-0.136,3.8,1.35,19980616
000027,深圳能源,火力发电,深圳,15.93,396449.16,396449.16,5804956.5,1507593.38,1950760.75,431999.91,1.09,0.215,5.28,1.3,19930903
000880,潍柴重机,机械基件,山东,136.99,13513.5,27610.05,340796.16,127434.72,131463.44,58911.36,2.13,0.056,4.71,3.27,19980402
000063,中兴通讯,通信设备,深圳,18.04,338990.84,415426.25,12991628.0,10407677.0,745877.63,1056330.88,2.54,0.425,7.46,2.06,19971118
601700,风范股份,电气设备,江苏,41.3,112269.07,113324.7,481547.5,325554.19,39610.85,121787.57,1.07,0.154,2.6,3.25,20110118
603959,百利科技,建筑施工,湖南,103.07,5600.0,22400.0,164916.95,153271.77,4840.62,27004.78,1.21,0.27,3.67,8.75,20160517
002197,证通电子,电器仪表,深圳,471.51,33721.8,51967.87,358774.09,202139.81,82073.46,42560.85,0.82,0.02,2.8,6.6,20071218
002588,史丹利,农药化肥,山东,22.2,71133.86,116508.71,657481.38,327176.28,154282.63,30729.93,0.26,0.397,3.41,3.44,20110610
000968,*ST煤气,煤炭开采,山西,0.0,51374.69,51374.69,1211072.88,139021.7,859721.19,58391.55,1.14,-1.084,-0.63,-15.96,20000622
000981,银亿股份,区域地产,甘肃,49.32,257431.56,257701.56,2483790.25,2119289.5,127070.45,58739.57,0.23,0.102,2.1,4.76,20000622
600028,中国石化,石油加工,北京,15.69,9555777.0,12107121.0,143262400.0,34767400.0,72346496.0,11943000.0,0.99,0.159,5.72,0.87,20010808
002161,远 望 谷,通信设备,深圳,0.0,69796.71,73975.74,187239.5,64807.56,22529.32,46123.42,0.62,-0.006,2.16,6.11,20070821
601899,紫金矿业,黄金,福建,65.62,1580380.38,2154074.25,8749433.0,2329779.25,2886585.75,717151.06,0.33,0.025,1.24,2.65,20080425
300375,鹏翎股份,汽车配件,天津,35.02,7879.37,18583.41,149041.75,87048.93,37267.85,35527.4,1.91,0.526,6.44,3.82,20140127
300079,数码视讯,通信设备,北京,58.36,120777.74,137779.39,396436.25,250290.02,35726.1,63776.36,0.46,0.105,2.45,3.34,20100430
000419,通程控股,百货,湖南,29.68,54329.0,54358.26,367771.13,178469.48,102985.34,41739.53,0.77,0.138,3.53,2.31,19960816
600000,浦发银行,银行,上海,6.59,2051881.88,2161828.0,537129280.0,0.0,2078100.0,7467800.0,3.45,1.23,14.6,1.12,19991110
600292,远达环保,环境保护,重庆,87.03,78081.68,78081.68,834757.88,347326.53,316568.5,297845.66,3.81,0.075,6.12,2.13,20001101
000888,峨眉山Ａ,旅游景点,四川,57.72,52682.57,52691.3,253335.55,85593.11,126241.95,42714.37,0.81,0.113,3.64,3.57,19971021
600855,航天长峰,专用机械,北京,855.53,33011.44,33161.73,173479.63,140718.41,5371.15,26077.32,0.79,0.026,2.56,11.41,19940425
002573,清新环境,环境保护,北京,35.22,106522.25,106560.0,899996.63,330979.19,396351.59,71882.96,0.67,0.252,2.93,6.07,20110422
002467,二六三,电信运营,北京,81.0,59766.25,79690.71,282369.34,123192.36,9802.38,89540.38,1.12,0.12,2.87,4.5,20100908
600116,三峡水利,水力发电,重庆,36.47,88800.54,99300.54,468009.34,127876.11,227069.47,76289.71,0.77,0.199,2.43,3.97,19970804
600499,科达洁能,专用机械,广东,23.6,137747.34,141146.44,823903.69,470689.25,192361.41,28093.91,0.2,0.42,2.91,2.75,20021010
000926,福星股份,区域地产,湖北,13.63,71088.28,94932.25,4341239.0,3642359.5,163453.91,299084.34,3.15,0.704,10.33,1.24,19990618
600520,*ST中发,机械基件,安徽,0.0,15389.0,15843.0,79190.56,32061.26,15171.36,37950.73,2.4,-0.04,2.59,8.0,20020108
000685,中山公用,水务,广东,16.94,99745.07,147511.14,1479288.13,207666.7,155750.8,206650.16,1.4,0.494,7.46,1.5,19970123
000402,金 融 街,全国地产,北京,21.98,298696.5,298893.0,11496967.0,9113255.0,270783.22,688502.75,2.3,0.254,8.55,1.3,19960626
600894,广日股份,运输设备,广东,18.6,85994.68,85994.68,858691.88,398949.91,93130.1,243765.72,2.83,0.385,7.12,2.01,19960328
600635,大众公用,供气供热,上海,25.05,246730.45,246730.45,1587601.75,359260.28,389476.09,16982.99,0.07,0.127,2.37,2.68,19930304
000709,河钢股份,普钢,河北,41.15,1061689.75,1061860.75,17614950.0,5072157.5,8789417.0,2320581.5,2.19,0.039,4.12,0.77,19970416
600986,科达股份,互联网,山东,37.54,45237.32,86888.64,844675.81,544770.75,10004.35,252308.47,2.9,0.348,4.73,3.69,20040426
600511,国药股份,医药商业,北京,25.95,27764.33,47880.0,660384.38,535409.88,54979.75,8939.12,0.19,0.61,6.81,4.65,20021127
002330,得利斯,食品,山东,257.85,50194.39,50200.0,175455.05,65086.73,86662.3,48166.37,0.96,0.037,2.64,4.8,20100106
600327,大东方,百货,江苏,17.96,52171.17,56716.64,455951.66,199019.36,94561.5,6937.63,0.12,0.29,4.07,2.33,20020625
601288,农业银行,银行,北京,4.88,29405530.0,32479412.0,1868022144.0,0.0,15065101.0,9877300.0,0.3,0.324,3.62,0.87,20100715
600537,亿晶光电,半导体,浙江,16.68,117635.92,117635.92,667567.69,324701.97,304242.06,58786.17,0.5,0.237,2.51,3.14,20030123
002594,比亚迪,汽车整车,深圳,34.12,84038.82,272814.28,12173484.0,5885090.0,3497247.5,1031299.0,3.78,0.87,14.07,4.02,20110630
600652,游久游戏,互联网,上海,251.07,64379.35,83270.35,252087.25,58881.76,3161.57,89066.07,1.07,0.028,2.52,5.57,19901219
002116,中国海诚,建筑施工,上海,54.06,41224.25,41472.12,354499.5,315224.19,26605.8,9869.94,0.24,0.194,2.66,5.27,20070215
000733,振华科技,元器件,贵州,40.5,42915.89,46934.21,742007.38,528859.38,93476.43,229612.84,4.89,0.249,7.71,2.61,19970703
600513,联环药业,化学制药,江苏,63.58,21958.16,21958.16,102075.28,72357.34,17645.35,37404.62,1.7,0.134,3.61,4.71,20030319
002029,七 匹 狼,服饰,福建,36.25,75447.57,75567.0,745572.94,506380.0,41964.55,187980.25,2.49,0.223,6.75,1.6,20040806
001979,招商蛇口,全国地产,深圳,17.44,176595.06,790409.25,22418796.0,19910622.0,245380.59,1766933.38,2.24,0.485,6.13,2.76,20151230
600219,南山铝业,铝,山东,44.33,708796.06,708796.06,3502331.5,1050594.13,1457288.63,1427376.25,2.01,0.035,3.39,0.91,19991223
002063,远光软件,软件服务,广东,57.67,52640.67,60656.32,204156.67,147778.63,21747.65,13794.37,0.23,0.12,2.92,4.72,20060823
000906,物产中拓,批发业,湖南,38.46,33060.57,39293.26,729003.81,625787.88,51324.03,85941.36,2.19,0.179,4.17,3.29,19990707
600763,通策医疗,医疗保健,浙江,65.25,32064.0,32064.0,138046.17,38934.87,77520.96,3797.91,0.12,0.386,2.95,11.38,19961030
000001,平安银行,银行,深圳,6.29,1463118.0,1717041.13,279123808.0,0.0,740700.0,5646500.0,3.29,1.09,10.38,0.88,19910403
600379,宝光股份,电气设备,陕西,96.74,23585.83,23585.83,87363.02,63297.88,21735.93,759.82,0.03,0.102,1.95,10.17,20020116
300436,广生堂,化学制药,福建,107.82,5600.0,14000.0,61892.61,39019.65,10995.67,17525.78,1.25,0.423,3.88,15.68,20150422
600252,中恒集团,中成药,广西,27.42,327524.25,347510.72,604510.44,311046.75,91460.8,8572.66,0.02,0.125,1.52,3.0,20001130
600825,新华传媒,出版业,上海,184.06,104488.78,104488.78,387626.28,210179.27,35551.75,55529.31,0.53,0.025,2.47,3.68,19940204
600233,圆通速递,仓储物流,辽宁,3249.56,33000.0,282122.97,153595.41,122514.6,13540.55,1681.35,0.01,0.005,3.24,10.29,20000608
300394,天孚通信,通信设备,江苏,59.53,6801.41,18585.0,77173.45,53361.55,16159.61,22141.35,1.19,0.478,3.9,9.73,20150217
600285,羚锐制药,中成药,河南,36.47,53543.46,59232.07,310747.75,133478.02,52090.57,55219.26,0.93,0.18,3.62,3.35,20001018
600235,民丰特纸,造纸,浙江,1011.2,35130.0,35130.0,244893.7,106906.55,120183.15,82903.24,2.36,0.006,3.56,3.41,20000615
300522,世名科技,染料涂料,江苏,157.17,1667.0,6667.0,65006.13,48729.87,9757.53,28362.05,4.25,0.54,7.77,17.34,20160705
600220,江苏阳光,纺织,江苏,46.33,178334.03,178334.03,458699.94,228417.2,180071.34,0.0,0.0,0.073,1.08,4.19,19990927
600009,上海机场,机场,上海,18.64,109347.64,192695.84,2644255.0,1132996.75,1014005.81,257549.8,1.34,0.73,10.84,2.51,19980218
002130,沃尔核材,电气设备,深圳,76.67,43066.73,56938.8,424192.25,137482.45,85597.03,2826.04,0.05,0.099,2.94,5.14,20070420
300095,华伍股份,机械基件,江西,107.26,23366.75,37607.92,200361.06,118150.82,32020.35,57168.11,1.52,0.095,3.27,4.15,20100728
600858,银座股份,百货,山东,42.65,51754.8,52006.66,1174750.38,313225.38,458143.59,96548.25,1.86,0.106,5.79,1.56,19940506
601226,华电重工,专用机械,北京,398.29,36750.0,115500.0,837177.75,697422.31,99103.61,122008.38,1.06,0.011,3.2,2.82,20141211
600959,江苏有线,影视音像,江苏,48.75,139617.81,388452.97,1905390.0,647680.25,874785.38,735686.06,1.89,0.108,3.22,3.27,20150428
002563,森马服饰,服饰,浙江,27.68,183366.81,269454.03,1106212.0,735154.19,116077.27,255443.2,0.95,0.19,3.36,3.13,20110311
300262,巴安水务,环境保护,上海,49.04,23028.75,44695.75,253742.45,130149.65,9055.36,1747.46,0.04,0.183,2.02,8.87,20110916
002361,神剑股份,化工原料,安徽,44.97,54624.55,86259.56,245627.45,160130.92,38767.35,48468.42,0.56,0.125,2.07,3.61,20100303
000005,世纪星源,房产服务,深圳,31.18,91374.29,105853.68,233789.84,79323.82,3480.51,63805.23,0.6,0.12,1.21,6.21,19901210
300479,神思电子,软件服务,山东,297.63,8710.0,16000.0,45303.06,35972.3,7243.62,8143.97,0.51,0.05,2.43,12.25,20150612
002586,围海股份,建筑施工,浙江,277.69,69310.68,72812.65,458427.06,218841.47,19842.99,41947.01,0.58,0.019,2.16,4.83,20110602
601933,永辉超市,超市连锁,福建,31.87,650887.13,957046.19,2010043.25,1148219.63,312413.03,160785.02,0.17,0.08,1.51,2.95,20101215
600765,中航重机,机械基件,贵州,78.68,77800.32,77800.32,1365884.75,834681.63,294710.25,135450.63,1.74,0.094,4.25,3.5,19961106
601333,广深铁路,铁路,深圳,23.06,565223.69,708353.69,3151401.0,577059.19,2280038.75,1156273.75,1.63,0.096,3.89,1.14,20061222
600642,申能股份,火力发电,上海,11.64,455203.84,455203.84,5144309.0,1045151.13,2067028.63,322446.47,0.71,0.254,5.26,1.12,19930416
300167,迪威视讯,通信设备,深圳,0.0,30020.25,30024.0,107349.32,70374.86,3966.84,29839.55,0.99,-0.046,2.28,6.49,20110125
600595,中孚实业,铝,河南,44.48,151487.38,174154.05,2639337.5,674119.88,1155739.75,281379.34,1.62,0.1,2.83,2.08,20020626
000662,天夏智慧,软件服务,广西,242.55,28794.71,84084.45,518479.0,142017.48,25775.9,385067.06,4.58,0.08,5.64,4.45,19961216
300139,晓程科技,元器件,北京,276.66,21216.1,27400.0,140759.34,60024.88,17423.85,58043.31,2.12,0.027,4.68,3.15,20101112
002508,老板电器,家用电器,浙江,29.93,70980.75,73005.67,619541.94,512747.44,84764.25,60121.86,0.82,0.961,4.94,7.75,20101123
601398,工商银行,银行,北京,5.24,26961222.0,35640624.0,2352432640.0,0.0,20035400.0,15198701.0,0.43,0.421,4.99,0.89,20061027
002602,世纪华通,汽车配件,浙江,54.91,58774.37,102709.2,540994.0,192931.75,98402.9,189498.98,1.85,0.382,4.16,6.73,20110728
600312,平高电气,电气设备,河南,17.25,81896.61,113748.54,1250127.25,873724.19,207965.02,302354.59,2.66,0.767,5.65,3.12,20010221
600295,鄂尔多斯,服饰,内蒙,50.75,61200.0,103200.0,4486998.5,1399474.63,2235728.25,145574.91,1.41,0.101,7.06,1.46,20010426
300109,新开源,化工原料,河南,108.72,8444.17,17048.24,156077.56,51312.06,27894.15,84585.71,4.96,0.25,6.97,7.8,20100825
600061,国投安信,证券,上海,21.51,196236.5,369415.16,12317949.0,10382182.0,17754.38,1665300.5,4.51,0.375,7.28,2.22,19970519
600741,华域汽车,汽车配件,上海,8.26,258320.02,315272.41,9855287.0,6116349.5,1292841.63,1251325.13,3.97,0.972,11.06,1.45,19960826
002267,陕天然气,供气供热,陕西,20.57,111207.54,111207.54,1048281.19,227797.41,638237.81,128990.01,1.16,0.372,4.68,2.18,20080813
000800,一汽轿车,汽车整车,吉林,0.0,141175.41,162750.0,1689108.38,765087.31,526291.56,248890.22,1.53,-0.508,4.8,2.42,19970618
600590,泰豪科技,电气设备,江西,171.14,50200.57,66696.04,738755.75,432658.81,77546.03,246290.09,3.69,0.05,5.56,3.39,20020703
002202,金风科技,电气设备,新疆,15.05,215751.95,273554.09,5945398.0,2981751.5,1581476.38,819353.75,3.0,0.53,6.58,2.43,20071226
600757,长江传媒,出版业,湖北,17.54,121349.71,121365.02,1040597.19,819143.81,103511.27,180498.27,1.49,0.248,4.34,2.0,19961003
600578,京能电力,火力发电,北京,14.8,461732.09,461732.09,4039233.5,493173.09,2170947.25,358309.34,0.78,0.147,3.61,1.2,20020510
000026,飞亚达Ａ,其他商业,深圳,52.46,31107.0,43874.48,401280.31,291784.63,35363.28,106245.56,2.42,0.138,5.3,2.73,19930603
002802,洪汇新材,化工原料,江苏,148.24,2700.0,10800.0,56769.01,40347.55,10842.82,23470.68,2.17,0.44,4.95,14.57,20160629
601390,中国中铁,建筑施工,北京,18.09,1832803.13,2284430.25,72634712.0,57116584.0,4655311.5,4175432.0,1.83,0.22,5.85,1.48,20071203
000028,国药一致,医药商业,深圳,26.58,23326.17,36263.19,1496209.63,1313920.0,96873.88,186389.45,5.14,1.993,16.73,4.22,19930809
600580,卧龙电气,电气设备,浙江,45.37,111052.72,128889.96,1544028.88,883353.5,309343.78,188715.45,1.46,0.111,3.91,2.58,20020606
600128,弘业股份,商贸代理,江苏,87.78,24676.75,24676.75,282123.91,171282.56,29212.9,71022.46,2.88,0.09,6.11,2.59,19970901
600570,恒生电子,软件服务,浙江,108.06,61780.51,61780.51,355027.66,143658.31,30481.69,11074.05,0.18,0.266,3.9,14.72,20031216
002707,众信旅游,旅游服务,北京,104.41,34913.39,84395.59,395370.19,256824.7,950.77,36661.71,0.43,0.089,1.91,9.73,20140123
600029,南方航空,空运,广东,11.3,702265.0,981756.69,19121100.0,1647500.0,14313600.0,1433600.0,1.46,0.317,4.2,1.71,20030725
600895,张江高科,园区开发,上海,49.53,154868.95,154868.95,1731889.0,748669.38,28473.73,264697.41,1.71,0.188,4.91,3.79,19960422
000608,阳光股份,区域地产,广西,0.0,74977.18,74991.32,993973.88,347464.69,2815.0,51115.2,0.68,-0.181,4.24,1.69,19960919
603686,龙马环卫,专用机械,福建,45.94,10625.0,27235.0,213178.16,192914.77,7126.15,33652.23,1.24,0.38,3.97,8.64,20150126
600038,中直股份,航空,黑龙江,72.23,39265.0,58947.67,1883172.38,1527311.5,247825.63,423271.94,7.18,0.297,11.18,3.84,20001218
002013,中航机电,航空,湖北,85.75,139669.91,160383.7,1865487.25,1217138.0,280260.56,301413.09,1.88,0.15,4.49,3.81,20040705
002269,美邦服饰,服饰,上海,0.0,251250.0,252600.0,635584.25,333304.25,185084.27,20917.95,0.08,-0.024,1.21,3.54,20080828
300407,凯发电气,电气设备,天津,231.04,13493.01,27200.0,109771.52,84232.7,9710.46,12315.63,0.45,0.04,2.9,6.35,20141203
002083,孚日股份,纺织,山东,19.89,85609.43,90800.0,743736.31,388928.56,268486.47,126124.97,1.39,0.266,3.36,2.1,20061124
601328,交通银行,银行,上海,5.55,3925086.5,7426272.5,795632192.0,0.0,8989500.0,11339200.0,1.53,0.5,7.24,0.78,20070515
600875,东方电气,电气设备,四川,0.0,199690.03,233690.03,8738829.0,7540305.0,753237.0,882851.69,3.78,-0.456,9.35,1.05,19951010
300317,珈伟股份,半导体,深圳,67.43,16772.75,47679.71,861877.81,451476.94,238510.55,358579.91,7.52,0.51,9.25,4.26,20120511
300364,中文在线,出版业,北京,842.85,13346.75,28489.9,99212.93,49751.03,979.42,16714.9,0.59,0.03,2.55,18.14,20150121
002497,雅化集团,化工原料,四川,42.28,77719.0,96000.0,298372.31,84243.55,52196.1,36482.51,0.38,0.083,2.34,3.0,20101109
600190,锦州港,港口,辽宁,168.0,133898.05,200229.16,1333713.13,311953.41,849690.88,266351.25,1.33,0.013,2.93,1.44,19990609
300284,苏交科,建筑施工,江苏,52.58,33623.16,55508.92,636333.88,450505.81,31475.7,107776.55,1.94,0.227,4.89,4.87,20120110
600171,上海贝岭,半导体,上海,199.56,67380.77,67380.77,207940.31,158077.0,8071.95,80176.53,1.19,0.058,2.75,5.61,19980924
002104,恒宝股份,元器件,江苏,57.15,70899.18,71350.39,191626.55,129885.4,34993.44,9063.07,0.13,0.123,2.2,6.37,20070110
601518,吉林高速,路桥,吉林,24.75,121320.0,121320.0,710071.25,108668.17,567411.38,31718.28,0.26,0.127,2.16,1.95,20100319
600880,博瑞传播,广告包装,四川,773.38,73208.15,109333.21,446300.59,142178.88,46672.44,80541.72,0.74,0.005,3.26,2.58,19951115
000868,安凯客车,汽车整车,安徽,126.78,69556.15,69556.56,727276.38,559249.56,113757.5,38508.65,0.55,0.028,1.85,3.78,19970725
603008,喜临门,家居用品,浙江,68.29,31500.0,38285.78,333117.5,135948.73,81181.43,46632.03,1.22,0.163,4.3,5.18,20120717
603030,全筑股份,装修装饰,上海,126.64,6435.52,17736.1,306903.25,253986.05,42873.6,34251.18,1.93,0.121,5.38,5.68,20150320
002540,亚太科技,铝,江苏,30.03,70454.46,104000.0,302330.69,174848.5,51691.18,71100.31,0.68,0.139,2.69,3.09,20110118
600206,有研新材,半导体,北京,269.07,70783.31,83877.84,320787.66,269732.66,32348.4,140522.75,1.68,0.021,3.31,3.35,19990319
000877,天山股份,水泥,新疆,1056.96,88004.97,88010.13,1969193.0,428801.19,1387675.63,308664.44,3.51,0.005,6.68,1.04,19990107
000078,海王生物,生物制药,深圳,91.68,183971.25,264934.06,1482661.25,1331680.25,40066.62,259051.3,0.98,0.1,1.86,3.74,19981218
603901,永创智能,专用机械,浙江,70.43,15400.0,40000.0,143131.38,102685.95,24368.18,16188.27,0.4,0.108,2.12,7.18,20150529
600359,新农开发,农业综合,新疆,0.0,38151.28,38151.28,283191.41,122949.4,90334.96,93757.4,2.46,-0.165,1.97,4.9,19990429
300315,掌趣科技,互联网,北京,32.01,180731.7,277087.5,1006108.13,248501.7,10659.42,408675.5,1.47,0.151,2.98,3.25,20120511
002367,康力电梯,运输设备,江苏,24.84,45995.42,79765.27,431111.41,250076.02,106795.32,34976.78,0.44,0.33,3.5,4.34,20100312
002579,中京电子,元器件,广东,37.7,35046.0,35046.0,131584.77,51208.46,67503.96,14640.12,0.42,0.275,2.1,6.57,20110506
603299,井神股份,化工原料,江苏,655.4,9000.0,55944.0,439522.69,137088.36,260946.72,88246.36,1.58,0.013,3.48,4.74,20151231
600982,宁波热电,供气供热,浙江,54.23,67613.0,74693.0,340234.94,183990.59,84748.05,104906.63,1.4,0.051,3.24,1.7,20040706
601211,国泰君安,证券,上海,13.54,477400.94,762500.0,41588928.0,0.0,285857.22,2935924.75,3.85,0.62,12.36,1.44,20150626
002549,凯美特气,环境保护,湖南,576.3,56694.1,56700.0,116651.45,30543.18,42890.15,9877.46,0.17,0.009,1.53,7.16,20110218
600505,西昌电力,水力发电,四川,804.92,36456.75,36456.75,233062.42,29797.91,155923.56,7618.86,0.21,0.007,2.68,4.07,20020530
002187,广百股份,百货,广东,29.98,34242.26,34242.26,411850.16,227171.66,99839.97,91303.93,2.67,0.341,7.4,1.84,20071122
300178,腾邦国际,旅游服务,深圳,67.89,51983.32,55548.05,384225.81,295240.19,17963.31,36073.15,0.65,0.14,2.6,7.32,20110215
000422,湖北宜化,农药化肥,湖北,189.78,89781.29,89786.67,4162469.25,1459678.13,1890783.25,176477.3,1.97,0.018,7.89,0.86,19960815
601388,怡球资源,铝,江苏,0.0,202540.0,202540.0,374779.75,284348.47,55626.1,111052.67,0.55,-0.006,1.06,3.84,20120423
000712,锦龙股份,多元金融,广东,55.41,82970.0,89600.0,1989231.0,1517295.38,5746.83,71395.3,0.8,0.184,3.85,5.29,19970415
601021,春秋航空,空运,上海,24.18,20000.0,80000.0,1937011.25,665193.81,807436.56,153433.27,1.92,0.925,8.89,5.03,20150121
601558,华锐风电,电气设备,北京,0.0,566220.0,603060.0,1165740.5,923159.88,126170.8,533288.5,0.88,-0.081,0.63,4.31,20110113
601011,宝泰隆,焦炭加工,黑龙江,391.67,130874.56,136750.0,801756.13,121374.36,148519.31,211757.95,1.55,0.01,3.12,2.6,20110309
600701,*ST工新,综合类,黑龙江,263.15,49878.19,91200.5,304894.13,24985.89,96700.13,10593.28,0.12,0.028,1.83,8.13,19960528
002512,达华智能,元器件,广东,321.52,41914.76,109538.6,517583.66,261680.3,50077.85,110391.57,1.01,0.027,2.43,7.23,20101203
600159,大龙地产,区域地产,北京,24.7,83000.32,83000.32,298016.47,261582.84,4930.62,34618.84,0.42,0.109,2.67,2.02,19980526
600648,外高桥,园区开发,上海,31.31,93479.15,113534.9,2849942.25,1588519.38,104079.46,376026.97,3.31,0.323,7.94,2.55,19930504
002410,广联达,软件服务,北京,84.56,86614.46,111936.2,283090.44,147763.97,37297.69,42450.89,0.38,0.096,2.33,6.93,20100525
002471,中超控股,电气设备,江苏,78.62,125785.1,126800.0,855886.0,658723.06,120260.63,2628.9,0.02,0.043,1.39,4.83,20100910
300052,中青宝,互联网,深圳,631.1,26028.05,26103.85,115520.6,45474.46,2272.68,59149.57,2.27,0.016,3.83,5.23,20100211
300497,富祥股份,化学制药,江西,48.25,2700.0,11203.71,114223.86,72832.31,26280.15,32344.77,2.89,0.771,5.82,12.79,20151222
000810,创维数字,元器件,四川,37.29,40788.39,99850.32,617473.81,517063.09,63902.6,2945.9,0.03,0.348,2.3,7.51,19980602
002135,东南网架,建筑施工,浙江,94.35,67119.45,85453.21,846143.31,621933.25,138656.06,91545.22,1.07,0.042,2.82,2.82,20070530
600888,新疆众和,铝,新疆,125.3,64122.58,64122.58,949008.5,424446.25,390106.5,197635.7,3.08,0.032,5.04,1.58,19960215
300451,创业软件,软件服务,浙江,0.0,11668.88,21100.34,87520.84,64175.11,7550.13,25118.6,1.19,-0.015,2.89,13.73,20150514
002203,海亮股份,铜,浙江,22.39,146770.84,167140.09,1133537.75,679147.81,90150.49,15611.01,0.09,0.177,2.4,3.3,20080116
002166,莱茵生物,中成药,广西,95.71,34899.03,43728.14,204148.69,132049.05,12532.1,26166.93,0.6,0.062,1.83,6.46,20070913
300450,先导智能,专用机械,江苏,70.46,16898.33,40800.0,195506.25,166505.95,16543.32,8291.88,0.2,0.233,1.83,17.91,20150518
601939,建设银行,银行,北京,4.92,959365.75,25001098.0,1976014848.0,0.0,16136200.0,13461400.0,0.54,0.534,5.98,0.88,20070925
600881,亚泰集团,水泥,吉林,87.43,189473.2,259994.56,5173116.5,2628000.25,1235186.5,614238.31,2.36,0.045,4.47,1.17,19951115
000539,粤电力Ａ,火力发电,广东,18.67,255390.92,525028.38,7204134.5,1182739.0,4431767.0,500774.66,0.95,0.141,4.41,1.19,19931126
002327,富安娜,纺织,深圳,24.03,47265.85,85176.78,310358.06,184446.05,52491.48,8066.12,0.09,0.286,2.89,3.17,20091230
600585,海螺水泥,水泥,安徽,13.43,399970.25,529930.25,10312300.0,2256778.0,6214427.0,1068432.13,2.02,0.633,13.5,1.26,20020207
000046,泛海控股,全国地产,北京,29.82,454988.69,519620.06,13898274.0,11195084.0,74454.28,570329.5,1.1,0.175,3.03,3.45,19940912
002463,沪电股份,元器件,江苏,101.29,167347.02,167415.95,541119.56,207227.17,278400.03,16590.57,0.1,0.039,1.97,2.66,20100818
600766,园城黄金,黄金,山东,731.0,22393.21,22422.67,16451.9,10622.37,964.46,23708.78,1.06,0.012,0.23,73.86,19961028
002504,弘高创意,装修装饰,北京,38.84,38845.85,102580.04,463324.59,444709.19,1312.07,18667.13,0.18,0.117,0.95,9.63,20101118
000679,大连友谊,百货,辽宁,248.52,35634.23,35640.0,817554.38,614133.63,112840.97,7087.68,0.2,0.029,3.62,3.95,19970124
000613,大东海A,旅游服务,海南,0.0,26564.56,36410.0,10242.7,2198.26,4873.56,5414.27,0.15,-0.005,0.21,69.12,19970128
002066,瑞泰科技,其他建材,北京,106.22,23100.0,23100.0,348030.19,244200.88,73224.96,16452.7,0.71,0.119,1.72,9.77,20060823
000716,黑芝麻,食品,广西,61.38,58388.39,63858.44,317890.94,160958.7,77626.9,89629.35,1.4,0.095,2.8,2.77,19970418
000901,航天科技,航空,黑龙江,683.23,32362.41,32362.41,213906.77,150372.23,23172.85,64249.2,1.99,0.026,4.3,8.1,19990401
